16,1,803,11097202
16,1,803,11104959
16,1,803,11025548
16,1,803,11036614
16,1,803,11119834
16,1,803,11022728
16,1,803,11049036
16,1,803,11113073
16,1,803,11082118
16,1,803,11121240
16,1,803,11070921
16,1,803,11112089
16,1,803,11107655
16,1,803,11017450
16,1,803,11107981
16,1,803,11113098
16,1,803,11069186
16,1,803,11020922
16,1,803,11036283
16,1,803,11084001
16,1,803,11085714
16,1,803,11070429
16,1,803,11070936
16,1,803,11102794
16,1,803,11024624
16,1,803,11060105
16,1,803,11050610
16,1,803,11043807
16,1,803,11028745
16,1,803,11112914
16,1,803,11022585
16,1,803,11098293
16,1,803,11096623
16,1,803,11054041
16,1,803,11054740
16,1,803,11073421
16,1,803,11099003
16,1,803,11103470
16,1,803,11062415
16,1,803,11038379
16,1,803,11061966
16,1,803,11061469
16,1,803,11042250
16,1,803,11030539
16,1,803,11085702
16,1,803,11018869
16,1,803,11123788
16,1,803,11048053
16,1,803,11067635
16,1,803,11073267
16,1,803,11099714
16,1,803,11057817
16,1,803,11045096
16,1,803,11063254
16,1,803,11086456
16,1,803,11032352
16,1,803,11064786
16,1,803,11073397
16,1,803,11073310
16,1,803,11029598
16,1,803,11104172
16,1,803,11127325
16,1,803,11039148
16,1,803,11050511
16,1,803,11058177
16,1,803,11020014
16,1,803,11090874
16,1,803,11034886
16,1,803,11029357
16,1,803,11091279
16,1,803,11089871
16,1,803,11032441
16,1,803,11123758
16,1,803,11058518
16,1,803,11022285
16,1,803,11067113
16,1,803,11106854
16,1,803,11105063
16,1,803,11124475
16,1,803,11034872
16,1,803,11082972
16,1,803,11099820
16,1,803,11121968
16,1,507,11063354
16,1,507,11039201
16,1,507,11059247
16,1,507,11054424
16,1,507,11054062
16,1,507,11078938
16,1,507,11019814
16,1,507,11052843
16,1,507,11069173
16,1,507,11022823
16,1,507,11075137
16,1,507,11050868
16,1,507,11104691
16,1,507,11109371
16,1,507,11108870
16,1,507,11035791
16,1,507,11056021
16,1,507,11090558
16,1,507,11058517
16,1,507,11051442
16,1,507,11077514
16,1,507,11101106
16,1,507,11063284
16,1,507,11048542
16,1,507,11114889
16,1,507,11019172
16,1,507,11041726
16,1,507,11078057
16,1,507,11029819
16,1,507,11074664
16,1,507,11019314
16,1,507,11030333
16,1,507,11118209
16,1,507,11049473
16,1,507,11076020
16,1,542,11074685
16,1,542,11061496
16,1,542,11018455
16,1,542,11080568
16,1,542,11026116
16,1,44,11022091.
16,1,44,11099920.
16,1,44,11023366.
16,1,44,11049926.
16,1,44,11052803.
16,1,44,11098508.
16,1,44,11077135.
16,1,44,11019328.
16,1,44,11089938.
